student_id,student_country,date_registered,date_watched,minutes_watched,onboarded,paid
258818,IN,2022-01-01,2022-01-24,5.9,1,1
258818,IN,2022-01-01,2022-01-23,19.5,1,1
258818,IN,2022-01-01,2022-01-21,39.8,1,1
258818,IN,2022-01-01,2022-01-20,18.6,1,1
258818,IN,2022-01-01,2022-01-18,18.8,1,1
258818,IN,2022-01-01,2022-01-17,28.2,1,1
258818,IN,2022-01-01,2022-01-14,9.2,1,1
258818,IN,2022-01-01,2022-01-13,19,1,1
258818,IN,2022-01-01,2022-01-12,14.4,1,1
258818,IN,2022-01-01,2022-01-11,45,1,1
258818,IN,2022-01-01,2022-01-10,27.1,1,1
258818,IN,2022-01-01,2022-01-04,43.6,1,1
258818,IN,2022-01-01,2022-01-19,30.5,1,1
258818,IN,2022-01-01,2022-01-05,34.6,1,1
258818,IN,2022-01-01,2022-04-07,10.5,1,1
258818,IN,2022-01-01,2022-07-27,3,1,1
258818,IN,2022-01-01,2022-07-26,13.9,1,1
258818,IN,2022-01-01,2022-03-30,29.4,1,1
258818,IN,2022-01-01,2022-03-29,32.9,1,1
258818,IN,2022-01-01,2022-03-24,13.4,1,1
258818,IN,2022-01-01,2022-03-22,17,1,1
258818,IN,2022-01-01,2022-03-21,18.1,1,1
258818,IN,2022-01-01,2022-03-20,15.8,1,1
258818,IN,2022-01-01,2022-03-17,10.2,1,1
258818,IN,2022-01-01,2022-03-18,27.3,1,1
258818,IN,2022-01-01,2022-03-16,27.2,1,1
258818,IN,2022-01-01,2022-03-15,18.6,1,1
258818,IN,2022-01-01,2022-03-13,34.7,1,1
258818,IN,2022-01-01,2022-05-12,8.7,1,1
258818,IN,2022-01-01,2022-05-11,69.1,1,1
258818,IN,2022-01-01,2022-05-10,27.6,1,1
258818,IN,2022-01-01,2022-03-12,19.4,1,1
258818,IN,2022-01-01,2022-03-11,18.5,1,1
258818,IN,2022-01-01,2022-03-09,30.5,1,1
258818,IN,2022-01-01,2022-03-08,24,1,1
258818,IN,2022-01-01,2022-03-07,5.8,1,1
258818,IN,2022-01-01,2022-03-04,12.3,1,1
258818,IN,2022-01-01,2022-03-03,7.1,1,1
258818,IN,2022-01-01,2022-06-04,0.4,1,1
258818,IN,2022-01-01,2022-06-03,51.9,1,1
258818,IN,2022-01-01,2022-02-23,18,1,1
258818,IN,2022-01-01,2022-06-01,0.2,1,1
258818,IN,2022-01-01,2022-02-18,6.7,1,1
258819,ES,2022-01-01,2022-01-01,6.6,1,0
258822,IN,2022-01-01,2022-01-01,0.1,1,0
258822,IN,2022-01-01,2022-01-26,31.8,1,1
258822,IN,2022-01-01,2022-01-24,16.9,1,1
258822,IN,2022-01-01,2022-01-20,47.9,1,1
258822,IN,2022-01-01,2022-01-19,1,1,1
258822,IN,2022-01-01,2022-01-16,5.9,1,1
258822,IN,2022-01-01,2022-01-15,3,1,1
258822,IN,2022-01-01,2022-01-14,22.1,1,1
258822,IN,2022-01-01,2022-01-18,60.5,1,1
258822,IN,2022-01-01,2022-01-13,31.5,1,1
258822,IN,2022-01-01,2022-01-31,2.9,1,1
258822,IN,2022-01-01,2022-01-29,4.9,1,1
258822,IN,2022-01-01,2022-01-10,68.3,1,1
258822,IN,2022-01-01,2022-01-12,36,1,1
258822,IN,2022-01-01,2022-01-09,49.9,1,1
258824,US,2022-01-01,2022-01-01,1.3,1,0
258826,CN,2022-01-01,2022-01-01,0.3,1,0
258827,IN,2022-01-01,2022-01-01,0.3,1,0
258828,IN,2022-01-01,2022-01-01,0.4,1,0
258829,BR,2022-01-01,2022-01-02,12.5,1,0
258830,BY,2022-01-01,2022-01-01,0.9,1,0
258831,SG,2022-01-01,2022-01-01,0.1,1,0
258832,IN,2022-01-01,2022-02-28,0.3,1,0
258832,IN,2022-01-01,2022-03-01,0.1,1,0
258832,IN,2022-01-01,2022-03-13,3.6,1,1
258832,IN,2022-01-01,2022-03-11,71,1,1
258832,IN,2022-01-01,2022-03-18,36.2,1,1
258832,IN,2022-01-01,2022-03-06,70.4,1,1
258832,IN,2022-01-01,2022-01-09,42.3,1,0
258832,IN,2022-01-01,2022-01-06,14.4,1,0
258832,IN,2022-01-01,2022-01-05,13.2,1,0
258832,IN,2022-01-01,2022-01-01,0.9,1,0
258832,IN,2022-01-01,2022-03-21,46.3,1,1
258833,IN,2022-01-01,2022-01-01,1.3,1,0
258834,GB,2022-01-01,2022-01-01,21.9,1,0
258837,ID,2022-01-01,2022-01-29,1,1,0
258837,ID,2022-01-01,2022-01-08,4.2,1,0
258837,ID,2022-01-01,2022-01-02,30.5,1,0
258840,SA,2022-01-01,2022-01-01,1.2,1,0
258840,SA,2022-01-01,2022-01-04,40.9,1,0
258841,JP,2022-01-01,2022-01-02,0.4,1,0
258841,JP,2022-01-01,2022-01-01,0.2,1,0
258845,ID,2022-01-01,2022-01-01,1.2,1,0
258845,ID,2022-01-01,2022-01-21,22.9,1,0
258845,ID,2022-01-01,2022-08-14,105.6,1,0
258845,ID,2022-01-01,2022-01-10,32.7,1,0
258845,ID,2022-01-01,2022-01-18,24.6,1,0
258845,ID,2022-01-01,2022-01-17,30,1,0
258845,ID,2022-01-01,2022-01-14,16.7,1,0
258845,ID,2022-01-01,2022-01-13,27.3,1,0
258845,ID,2022-01-01,2022-08-06,36.4,1,0
258845,ID,2022-01-01,2022-04-23,11.8,1,0
258845,ID,2022-01-01,2022-03-02,19.5,1,0
258845,ID,2022-01-01,2022-01-09,14.5,1,0
258845,ID,2022-01-01,2022-01-08,48.4,1,0
258845,ID,2022-01-01,2022-08-15,226.1,1,0
258845,ID,2022-01-01,2022-02-15,31.4,1,0
258845,ID,2022-01-01,2022-08-18,81.1,1,0
258845,ID,2022-01-01,2022-08-17,176.3,1,0
258845,ID,2022-01-01,2022-08-16,474.6,1,0
258845,ID,2022-01-01,2022-02-04,40,1,0
258845,ID,2022-01-01,2022-02-12,42.1,1,0
258845,ID,2022-01-01,2022-02-01,29.2,1,0
258845,ID,2022-01-01,2022-01-28,24.6,1,0
258845,ID,2022-01-01,2022-01-26,39.2,1,0
258846,US,2022-01-01,2022-01-01,6.9,1,0
258848,RU,2022-01-01,2022-01-01,0.1,1,0
258849,IN,2022-01-01,2022-01-01,12,1,0
258851,HT,2022-01-01,2022-01-01,6.6,1,0
258852,SA,2022-01-01,2022-01-01,0.1,1,0
258855,GB,2022-01-01,2022-01-01,0.2,1,0
258857,AZ,2022-01-01,2022-01-01,0.8,1,0
258860,PL,2022-01-01,2022-01-01,12.2,1,0
258861,IN,2022-01-01,2022-01-04,3,1,0
258861,IN,2022-01-01,2022-01-01,18.6,1,0
258862,NL,2022-01-01,2022-09-09,40.7,1,1
258862,NL,2022-01-01,2022-09-08,45.9,1,1
258862,NL,2022-01-01,2022-09-07,13.6,1,1
258862,NL,2022-01-01,2022-09-06,58.5,1,1
258862,NL,2022-01-01,2022-08-30,10.8,1,1
258862,NL,2022-01-01,2022-08-28,29.5,1,1
258862,NL,2022-01-01,2022-08-08,21.7,1,1
258862,NL,2022-01-01,2022-01-20,7.4,1,1
258862,NL,2022-01-01,2022-08-27,26.7,1,1
258862,NL,2022-01-01,2022-08-26,1.3,1,1
258862,NL,2022-01-01,2022-01-19,21.1,1,1
258862,NL,2022-01-01,2022-01-18,14.8,1,1
258862,NL,2022-01-01,2022-08-25,38.9,1,1
258862,NL,2022-01-01,2022-01-15,43.8,1,1
258862,NL,2022-01-01,2022-08-24,39,1,1
258862,NL,2022-01-01,2022-01-13,20.1,1,1
258862,NL,2022-01-01,2022-01-07,31,1,1
258862,NL,2022-01-01,2022-01-03,20.4,1,1
258862,NL,2022-01-01,2022-08-23,46.2,1,1
258862,NL,2022-01-01,2022-01-02,67.6,1,1
258862,NL,2022-01-01,2022-01-01,40.5,1,1
258865,CA,2022-01-01,2022-09-22,4,1,1
258865,CA,2022-01-01,2022-01-03,10.1,1,1
258865,CA,2022-01-01,2022-03-25,0.1,1,1
258865,CA,2022-01-01,2022-02-07,3.3,1,1
258865,CA,2022-01-01,2022-02-01,25.7,1,1
258865,CA,2022-01-01,2022-01-22,9.7,1,1
258865,CA,2022-01-01,2022-01-20,20.2,1,1
258865,CA,2022-01-01,2022-01-15,12.6,1,1
258865,CA,2022-01-01,2022-01-12,23.7,1,1
258865,CA,2022-01-01,2022-01-06,33,1,1
258865,CA,2022-01-01,2022-01-11,34.2,1,1
258865,CA,2022-01-01,2022-01-05,41.8,1,1
258865,CA,2022-01-01,2022-01-02,32.6,1,1
258865,CA,2022-01-01,2022-01-01,67.5,1,1
258869,VN,2022-01-01,2022-01-01,1.2,1,0
258870,GB,2022-01-01,2022-01-01,0.6,1,0
258870,GB,2022-01-01,2022-01-28,0.5,1,0
258870,GB,2022-01-01,2022-01-05,3.6,1,0
258871,CA,2022-01-01,2022-01-01,2.2,1,0
258872,CO,2022-01-01,2022-01-03,63.8,1,0
258876,FR,2022-01-01,2022-01-02,12.9,1,0
258876,FR,2022-01-01,2022-01-01,14.9,1,0
258876,FR,2022-01-01,2022-01-13,6.6,1,0
258876,FR,2022-01-01,2022-01-12,11.8,1,0
258876,FR,2022-01-01,2022-01-03,27.4,1,0
258878,CA,2022-01-01,2022-01-08,23.7,1,1
258878,CA,2022-01-01,2022-01-02,110,1,1
258879,LY,2022-01-01,2022-01-29,1.2,1,0
258880,RU,2022-01-01,2022-01-07,12.3,1,0
258880,RU,2022-01-01,2022-01-04,4.5,1,0
258880,RU,2022-01-01,2022-01-08,56.4,1,0
258881,EG,2022-01-01,2022-01-01,1.9,1,0
258882,US,2022-01-01,2022-01-01,0.5,1,0
258883,US,2022-01-01,2022-03-18,4.4,1,1
258883,US,2022-01-01,2022-01-04,11.1,1,1
258883,US,2022-01-01,2022-01-05,14.5,1,1
258884,EG,2022-01-01,2022-01-01,0.3,1,0
258885,MD,2022-01-01,2022-01-04,20.7,1,0
258885,MD,2022-01-01,2022-01-01,41,1,0
258887,SA,2022-01-01,2022-01-03,0.1,1,0
258888,GB,2022-01-01,2022-01-01,0.7,1,0
258890,RU,2022-01-01,2022-01-01,1.2,1,0
258892,MX,2022-01-01,2022-04-10,3.8,1,0
258892,MX,2022-01-01,2022-01-31,5.4,1,0
258892,MX,2022-01-01,2022-01-01,2,1,0
258893,AE,2022-01-01,2022-01-02,25.3,1,0
258894,US,2022-01-01,2022-01-01,62,1,0
258895,EG,2022-01-01,2022-01-01,11.2,1,0
258897,AR,2022-01-01,2022-04-29,0.1,1,0
258902,NG,2022-01-01,2022-01-02,12.3,1,0
258902,NG,2022-01-01,2022-01-01,6.6,1,0
258903,US,2022-01-01,2022-01-01,9.3,1,0
258904,SA,2022-01-01,2022-01-01,22.8,1,0
258904,SA,2022-01-01,2022-01-12,19.1,1,0
258904,SA,2022-01-01,2022-01-10,28.4,1,0
258904,SA,2022-01-01,2022-01-09,18,1,0
258904,SA,2022-01-01,2022-01-03,82.6,1,0
258904,SA,2022-01-01,2022-01-02,48.1,1,0
258905,NG,2022-01-01,2022-01-03,3.6,1,0
258906,EG,2022-01-01,2022-01-08,80.6,1,0
258906,EG,2022-01-01,2022-01-07,11.6,1,0
258906,EG,2022-01-01,2022-01-02,2.7,1,0
258906,EG,2022-01-01,2022-03-10,18.4,1,0
258906,EG,2022-01-01,2022-01-29,35.7,1,0
258906,EG,2022-01-01,2022-02-13,6.7,1,0
258906,EG,2022-01-01,2022-01-22,2.3,1,0
258906,EG,2022-01-01,2022-01-16,74.8,1,0
258906,EG,2022-01-01,2022-01-15,17.6,1,0
258907,EG,2022-01-01,2022-04-25,12.3,1,0
258908,US,2022-01-01,2022-01-14,5.7,1,1
258908,US,2022-01-01,2022-01-25,38.4,1,1
258908,US,2022-01-01,2022-01-20,28.4,1,1
258908,US,2022-01-01,2022-01-18,71.8,1,1
258908,US,2022-01-01,2022-01-17,6.3,1,1
258908,US,2022-01-01,2022-01-12,41.5,1,1
258908,US,2022-01-01,2022-01-11,7.4,1,1
258908,US,2022-01-01,2022-01-03,138.5,1,1
258908,US,2022-01-01,2022-01-02,205.8,1,1
258908,US,2022-01-01,2022-01-01,15,1,1
258910,EG,2022-01-02,2022-01-02,6.6,1,0
258912,IN,2022-01-02,2022-01-08,0.1,1,0
258912,IN,2022-01-02,2022-01-09,11.5,1,0
258912,IN,2022-01-02,2022-01-07,3.9,1,0
258913,US,2022-01-02,2022-04-10,63.5,1,1
258913,US,2022-01-02,2022-04-11,40.5,1,1
258913,US,2022-01-02,2022-04-09,26.2,1,1
258913,US,2022-01-02,2022-03-18,1.5,1,1
258913,US,2022-01-02,2022-03-17,5.5,1,1
258913,US,2022-01-02,2022-04-20,0.1,1,1
258913,US,2022-01-02,2022-04-21,32.9,1,1
258913,US,2022-01-02,2022-01-04,126.3,1,0
258913,US,2022-01-02,2022-03-10,5.8,1,1
258913,US,2022-01-02,2022-04-19,29.2,1,1
258913,US,2022-01-02,2022-03-09,5.1,1,1
258913,US,2022-01-02,2022-01-05,87.1,1,0
258913,US,2022-01-02,2022-07-16,14.7,1,1
258913,US,2022-01-02,2022-07-21,8.5,1,1
258913,US,2022-01-02,2022-07-15,21.7,1,1
258913,US,2022-01-02,2022-07-20,20.4,1,1
258913,US,2022-01-02,2022-07-14,31.4,1,1
258913,US,2022-01-02,2022-07-13,32.5,1,1
258913,US,2022-01-02,2022-06-28,2.3,1,1
258913,US,2022-01-02,2022-07-12,44.4,1,1
258913,US,2022-01-02,2022-07-11,79.2,1,1
258913,US,2022-01-02,2022-05-18,55.7,1,1
258913,US,2022-01-02,2022-07-10,19.3,1,1
258913,US,2022-01-02,2022-07-09,28.1,1,1
258913,US,2022-01-02,2022-03-08,3.7,1,1
258913,US,2022-01-02,2022-02-28,22.2,1,1
258913,US,2022-01-02,2022-07-08,64.1,1,1
258913,US,2022-01-02,2022-05-17,132.3,1,1
258913,US,2022-01-02,2022-04-27,37.2,1,1
258913,US,2022-01-02,2022-03-13,0.1,1,1
258913,US,2022-01-02,2022-03-11,0.2,1,1
258913,US,2022-01-02,2022-02-26,47,1,1
258913,US,2022-01-02,2022-02-12,0.4,1,1
258913,US,2022-01-02,2022-02-11,70.9,1,1
258913,US,2022-01-02,2022-01-27,28.8,1,1
258913,US,2022-01-02,2022-01-03,100,1,0
258913,US,2022-01-02,2022-01-02,45.5,1,0
258913,US,2022-01-02,2022-07-07,12.6,1,1
258913,US,2022-01-02,2022-07-06,52.4,1,1
258913,US,2022-01-02,2022-07-05,3.4,1,1
258913,US,2022-01-02,2022-05-19,60.6,1,1
258914,LK,2022-01-02,2022-01-02,2.8,1,0
258915,SA,2022-01-02,2022-07-27,30.7,1,0
258915,SA,2022-01-02,2022-06-23,3.3,1,0
258915,SA,2022-01-02,2022-01-06,6.6,1,0
258916,CA,2022-01-02,2022-09-13,35.3,1,1
258916,CA,2022-01-02,2022-08-30,82.2,1,1
258916,CA,2022-01-02,2022-08-29,14.3,1,1
258916,CA,2022-01-02,2022-09-06,4.9,1,1
258916,CA,2022-01-02,2022-09-17,47.4,1,1
258916,CA,2022-01-02,2022-09-16,61.8,1,1
258916,CA,2022-01-02,2022-10-20,66.4,1,1
258916,CA,2022-01-02,2022-04-14,67.7,1,1
258916,CA,2022-01-02,2022-04-13,26.5,1,1
258917,US,2022-01-02,2022-01-02,6.6,1,0
258920,PH,2022-01-02,2022-01-02,65.3,1,0
258922,US,2022-01-02,2022-01-10,3.5,1,1
258922,US,2022-01-02,2022-01-03,6.4,1,0
258922,US,2022-01-02,2022-01-02,19.4,1,0
258922,US,2022-01-02,2022-07-26,1.2,1,1
258922,US,2022-01-02,2022-01-09,25.7,1,1
258922,US,2022-01-02,2022-09-15,9.2,1,1
258922,US,2022-01-02,2022-07-03,5,1,1
258922,US,2022-01-02,2022-06-27,2.9,1,1
258922,US,2022-01-02,2022-02-16,11.4,1,1
258922,US,2022-01-02,2022-02-07,1.4,1,1
258922,US,2022-01-02,2022-01-20,5.5,1,1
258922,US,2022-01-02,2022-07-19,22.8,1,1
258922,US,2022-01-02,2022-07-06,2.4,1,1
258922,US,2022-01-02,2022-01-05,60.9,1,1
258922,US,2022-01-02,2022-01-04,43.2,1,1
258924,EG,2022-01-02,2022-02-05,0.1,1,0
258924,EG,2022-01-02,2022-02-06,16.4,1,0
258924,EG,2022-01-02,2022-01-17,30.5,1,0
258924,EG,2022-01-02,2022-01-19,94.7,1,0
258924,EG,2022-01-02,2022-02-03,62.1,1,0
258924,EG,2022-01-02,2022-03-09,0.6,1,0
258924,EG,2022-01-02,2022-01-04,35.6,1,0
258924,EG,2022-01-02,2022-02-02,123.1,1,0
258924,EG,2022-01-02,2022-01-22,0.4,1,0
258925,ID,2022-01-02,2022-01-02,6.7,1,0
258927,IN,2022-01-02,2022-08-02,0.6,1,0
258927,IN,2022-01-02,2022-01-02,5.1,1,0
258929,US,2022-01-02,2022-03-02,10,1,0
258929,US,2022-01-02,2022-03-01,33.8,1,0
258930,SA,2022-01-02,2022-02-19,13.6,1,1
258930,SA,2022-01-02,2022-07-19,22.5,1,1
258930,SA,2022-01-02,2022-02-18,19.3,1,0
258930,SA,2022-01-02,2022-08-28,16.9,1,1
258930,SA,2022-01-02,2022-08-02,10.5,1,1
258930,SA,2022-01-02,2022-08-01,9,1,1
258930,SA,2022-01-02,2022-07-24,8.4,1,1
258930,SA,2022-01-02,2022-03-13,4.1,1,1
258930,SA,2022-01-02,2022-03-04,5.3,1,1
258930,SA,2022-01-02,2022-02-23,7.6,1,1
258930,SA,2022-01-02,2022-02-22,51.1,1,1
258930,SA,2022-01-02,2022-02-21,11.2,1,1
258930,SA,2022-01-02,2022-02-20,11.1,1,1
258933,US,2022-01-02,2022-01-17,4.3,1,0
258933,US,2022-01-02,2022-01-03,1.5,1,0
258936,IN,2022-01-02,2022-01-12,4.4,1,0
258936,IN,2022-01-02,2022-01-02,21.1,1,0
258939,US,2022-01-02,2022-01-02,10.8,1,0
258940,DE,2022-01-02,2022-06-26,7.6,1,0
258940,DE,2022-01-02,2022-01-02,3.5,1,0
258947,IN,2022-01-02,2022-01-02,0.1,1,0
258951,EG,2022-01-02,2022-03-28,7.9,1,0
258951,EG,2022-01-02,2022-03-26,19.8,1,0
258951,EG,2022-01-02,2022-03-21,7.8,1,0
258951,EG,2022-01-02,2022-01-04,0.1,1,0
258951,EG,2022-01-02,2022-01-02,13.1,1,0
258951,EG,2022-01-02,2022-01-27,12,1,0
258951,EG,2022-01-02,2022-01-26,29.9,1,0
258954,IQ,2022-01-02,2022-01-02,3.4,1,0
258955,AE,2022-01-02,2022-01-02,51.6,1,0
258955,AE,2022-01-02,2022-01-19,1.3,1,1
258955,AE,2022-01-02,2022-01-18,21.5,1,1
258955,AE,2022-01-02,2022-01-14,53.9,1,1
258955,AE,2022-01-02,2022-01-13,31,1,1
258955,AE,2022-01-02,2022-01-12,31.7,1,1
258955,AE,2022-01-02,2022-06-08,64.4,1,1
258955,AE,2022-01-02,2022-06-07,29.5,1,1
258955,AE,2022-01-02,2022-01-07,50.4,1,1
258955,AE,2022-01-02,2022-01-05,16.8,1,1
258955,AE,2022-01-02,2022-01-04,66.4,1,1
258955,AE,2022-01-02,2022-01-03,41.7,1,1
258956,IN,2022-01-02,2022-05-01,44.7,1,1
258956,IN,2022-01-02,2022-04-23,41.5,1,1
258956,IN,2022-01-02,2022-04-18,82,1,1
258956,IN,2022-01-02,2022-04-15,24.4,1,1
258956,IN,2022-01-02,2022-03-31,14.8,1,1
258956,IN,2022-01-02,2022-05-09,49.5,1,1
258956,IN,2022-01-02,2022-08-02,0.1,1,0
258956,IN,2022-01-02,2022-07-18,36.4,1,1
258956,IN,2022-01-02,2022-07-15,10.7,1,1
258956,IN,2022-01-02,2022-07-14,52.1,1,1
258956,IN,2022-01-02,2022-07-13,53.4,1,1
258956,IN,2022-01-02,2022-07-12,63,1,1
258956,IN,2022-01-02,2022-07-11,64.7,1,1
258956,IN,2022-01-02,2022-07-06,95.7,1,1
258956,IN,2022-01-02,2022-05-05,15.7,1,1
258956,IN,2022-01-02,2022-05-03,55.9,1,1
258956,IN,2022-01-02,2022-05-02,12.3,1,1
258957,ZA,2022-01-02,2022-01-06,3.6,1,0
258959,IN,2022-01-02,2022-01-02,0.1,1,0
258960,CN,2022-01-02,2022-01-02,3.4,1,0
258962,EG,2022-01-02,2022-01-02,0.1,1,0
258965,IN,2022-01-02,2022-01-02,1.5,1,0
258967,NL,2022-01-02,2022-01-02,2.8,1,0
258969,US,2022-01-02,2022-01-02,5.2,1,0
258970,GM,2022-01-02,2022-01-03,33.9,1,0
258971,IL,2022-01-02,2022-01-03,0.3,1,0
258971,IL,2022-01-02,2022-02-04,22,1,1
258971,IL,2022-01-02,2022-01-23,4.7,1,1
258971,IL,2022-01-02,2022-01-18,5.8,1,1
258971,IL,2022-01-02,2022-01-16,67.9,1,1
258971,IL,2022-01-02,2022-01-15,3.7,1,1
258971,IL,2022-01-02,2022-01-14,23.9,1,1
258971,IL,2022-01-02,2022-02-06,18.9,1,1
258971,IL,2022-01-02,2022-02-05,24.6,1,1
258971,IL,2022-01-02,2022-02-21,3.2,1,0
258971,IL,2022-01-02,2022-06-16,0.3,1,0
258971,IL,2022-01-02,2022-02-20,11.7,1,0
258971,IL,2022-01-02,2022-01-27,4.4,1,1
258971,IL,2022-01-02,2022-02-12,7.7,1,0
258971,IL,2022-01-02,2022-01-12,32.6,1,1
258971,IL,2022-01-02,2022-01-11,8.9,1,1
258971,IL,2022-01-02,2022-01-10,18.1,1,1
258971,IL,2022-01-02,2022-01-09,7.2,1,1
258971,IL,2022-01-02,2022-01-05,9.3,1,0
258971,IL,2022-01-02,2022-01-02,61,1,0
258973,US,2022-01-02,2022-01-02,20.3,1,0
258974,SA,2022-01-02,2022-01-02,20.9,1,0
258979,SA,2022-01-02,2022-01-03,1.3,1,0
258979,SA,2022-01-02,2022-01-02,0.2,1,0
258980,MX,2022-01-02,2022-02-08,54.3,1,1
258980,MX,2022-01-02,2022-02-07,20.6,1,1
258980,MX,2022-01-02,2022-02-09,31.9,1,1
258980,MX,2022-01-02,2022-01-13,50.8,1,1
258980,MX,2022-01-02,2022-01-12,64.8,1,1
258980,MX,2022-01-02,2022-09-21,3.4,1,1
